Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls
1,2024,C,Gabriel Moreno,24,97,351,305,39,81,18,1,5,45,3,1,41,52,0.266,0.353,0.38,0.734,105,116,10,2,0,3,1
2,2024,1B,Christian Walker,33,130,552,479,72,120,26,0,26,84,2,2,55,133,0.251,0.335,0.468,0.803,121,224,12,10,0,8,4
3,2024,2B,Ketel Marte,30,136,583,504,93,147,23,2,36,95,7,1,65,106,0.292,0.372,0.56,0.932,155,282,9,5,0,9,7
4,2024,SS,Geraldo Perdomo,24,98,388,337,61,92,21,2,3,37,9,1,36,58,0.273,0.344,0.374,0.718,101,126,5,3,7,5,0
5,2024,3B,Eugenio Suárez,32,158,640,571,90,146,28,2,30,101,2,1,49,176,0.256,0.319,0.469,0.788,116,268,10,9,0,11,0
6,2024,LF,Lourdes Gurriel Jr.,30,133,553,513,72,143,22,2,18,75,7,1,29,101,0.279,0.322,0.435,0.757,109,223,16,6,0,5,1
7,2024,CF,Corbin Carroll,23,158,684,589,121,136,22,14,22,74,35,8,73,130,0.231,0.322,0.428,0.749,107,252,3,10,3,9,0
8,2024,RF,Jake McCarthy,26,142,495,442,66,126,13,7,8,56,25,6,31,78,0.285,0.349,0.4,0.749,109,177,4,14,5,3,1
9,2024,DH,Joc Pederson,32,132,449,367,62,101,17,1,23,64,7,4,55,105,0.275,0.393,0.515,0.908,151,189,5,18,1,3,2
10,2024,MI,Kevin Newman,30,111,311,288,41,80,17,1,3,28,8,1,15,48,0.278,0.311,0.375,0.686,91,108,7,0,6,2,1
11,2024,DH,Randal Grichuk,32,106,279,254,40,74,20,2,12,46,0,0,20,46,0.291,0.348,0.528,0.875,140,134,5,3,0,2,0
12,2024,MI,Blaze Alexander,25,61,185,166,19,41,7,0,3,21,3,1,15,49,0.247,0.321,0.343,0.664,86,57,1,3,1,0,0
13,2024,1B,Josh Bell,31,41,162,140,24,39,5,1,5,22,0,1,17,32,0.279,0.361,0.436,0.796,121,61,9,1,0,0,0
14,2024,UT,Pavin Smith,28,60,158,137,26,37,11,0,9,36,1,0,18,31,0.27,0.348,0.547,0.896,145,75,4,0,0,3,0
15,2024,C,José Herrera,27,42,114,97,11,22,4,1,1,13,0,0,9,27,0.227,0.29,0.32,0.609,70,31,1,0,7,1,0
16,2024,CF,Alek Thomas,24,39,103,95,13,18,5,1,3,17,4,1,7,17,0.189,0.245,0.358,0.603,66,34,7,0,1,0,0
17,2024,C,Tucker Barnhart,33,31,96,81,13,14,3,0,0,6,1,0,13,31,0.173,0.287,0.21,0.497,42,17,0,0,2,0,0
18,2024,C,Adrian Del Castillo,24,25,87,80,12,25,5,0,4,19,1,1,7,28,0.313,0.368,0.525,0.893,146,42,1,0,0,0,0
19,2024,2B,Luis Guillorme,29,18,49,37,6,6,2,0,0,4,3,0,11,8,0.162,0.347,0.216,0.563,63,8,2,0,0,1,0
20,2024,IF,Jace Peterson,34,14,26,22,2,1,0,0,0,1,0,0,3,6,0.045,0.154,0.045,0.199,-40,1,1,0,0,1,0
21,2024,OF,Jorge Barrosa,23,8,18,17,3,3,2,0,0,1,1,0,0,2,0.176,0.176,0.294,0.471,28,5,0,0,1,0,0
22,2024,P,Scott McGough,34,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
23,2024,P,Justin Martínez,22,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
24,2024,P,Joe Mantiply,33,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
25,2024,P,Bryce Jarvis,26,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
26,2024,P,A.J. Puk,29,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
27,2024,P,Paul Sewald,34,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
28,2024,P,Kevin Ginkel,30,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
29,2024,P,Luis Frías,26,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
30,2024,P,Ryan Thompson,32,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
1,2023,C,Gabriel Moreno,23,111,380,341,33,97,19,1,7,50,6,2,29,75,0.284,0.339,0.408,0.747,104,139,17,3,0,7,0
2,2023,1B,Christian Walker,32,157,661,582,86,150,36,2,33,103,11,0,62,127,0.258,0.333,0.497,0.83,123,289,13,8,0,8,3
3,2023,2B,Ketel Marte,29,150,650,569,94,157,26,9,25,82,8,2,71,109,0.276,0.358,0.485,0.844,128,276,16,5,0,5,2
4,2023,SS,Geraldo Perdomo,23,144,495,407,71,100,20,4,6,47,16,4,64,86,0.246,0.353,0.359,0.712,96,146,2,6,14,4,1
5,2023,3B,Emmanuel Rivera,27,86,283,257,32,67,13,0,4,29,1,0,22,56,0.261,0.314,0.358,0.672,84,92,9,0,0,4,0
6,2023,LF,Lourdes Gurriel Jr.,29,145,592,551,65,144,35,2,24,82,5,0,33,103,0.261,0.309,0.463,0.772,108,255,20,6,0,2,1
7,2023,CF,Alek Thomas,23,125,402,374,51,86,17,5,9,39,9,1,19,86,0.23,0.273,0.374,0.647,75,140,5,4,2,3,1
8,2023,RF,Jake McCarthy,25,99,312,276,37,67,7,5,2,16,26,4,26,62,0.243,0.318,0.326,0.644,77,90,4,5,4,1,0
9,2023,DH,Pavin Smith,27,69,228,191,26,36,5,0,7,30,1,1,35,45,0.188,0.317,0.325,0.642,77,62,3,1,0,0,0
10,2023,OF,Corbin Carroll,22,155,645,565,116,161,30,10,25,76,54,5,57,125,0.285,0.362,0.506,0.868,134,286,7,13,6,4,1
11,2023,3B,Evan Longoria,37,74,237,211,25,47,9,0,11,28,0,0,23,73,0.223,0.295,0.422,0.717,93,89,8,0,0,3,0
12,2023,DH,Tommy Pham,35,50,217,195,26,47,12,2,6,32,11,2,18,50,0.241,0.304,0.415,0.72,95,81,9,1,0,3,0
13,2023,3B,Josh Rojas,29,59,216,189,23,43,13,0,0,26,6,0,18,51,0.228,0.292,0.296,0.589,62,56,2,1,2,4,0
14,2023,SS,Nick Ahmed,33,72,210,198,14,42,10,1,2,17,5,1,12,52,0.212,0.257,0.303,0.56,53,60,0,0,0,0,0
15,2023,C,José Herrera,26,41,120,101,15,21,5,0,0,7,1,0,13,30,0.208,0.296,0.257,0.553,54,26,2,0,5,1,0
16,2023,3B,Jace Peterson,33,41,106,93,5,17,3,2,0,9,4,1,11,24,0.183,0.276,0.258,0.534,48,24,1,1,1,0,1
17,2023,OF,Dominic Fletcher,25,28,102,93,10,28,5,1,2,14,0,2,7,22,0.301,0.35,0.441,0.791,115,41,0,0,2,0,1
18,2023,C,Carson Kelly,28,32,92,84,6,19,3,0,1,6,1,0,7,23,0.226,0.283,0.298,0.58,60,25,2,0,0,1,0
19,2023,DH,Kyle Lewis,27,16,54,51,2,8,2,0,1,2,0,0,3,21,0.157,0.204,0.255,0.459,25,13,0,0,0,0,0
20,2023,DH,Dominic Canzone,25,15,41,38,4,9,2,0,1,8,0,0,2,8,0.237,0.293,0.368,0.661,80,14,1,1,0,0,0
21,2023,SS,Jordan Lawlar,20,14,34,31,2,4,0,0,0,0,1,1,2,11,0.129,0.206,0.129,0.335,-5,4,0,1,0,0,0
22,2023,3B,Buddy Kennedy,24,10,29,24,1,4,1,0,0,1,0,0,4,6,0.167,0.31,0.208,0.519,47,5,0,1,0,0,0
23,2023,C,Seby Zavala,29,7,17,14,2,5,1,0,0,2,0,0,2,2,0.357,0.471,0.429,0.899,149,6,0,1,0,0,0
24,2023,,Diego Castillo,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
25,2023,P,Brandon Pfaadt,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2023,P,Peter Strzelecki,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2023,P,Andrew Chafin,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2023,P,Nabil Crismatt,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2023,P,Austin Adams,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2023,P,Anthony Misiewicz,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2023,P,Madison Bumgarner,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2023,P,Kyle Nelson,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2023,P,Drey Jameson,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2023,P,Paul Sewald,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2023,P,Luis Frías,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2023,P,Ryan Thompson,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2023,P,Zac Gallen,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2023,P,Slade Cecconi,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2023,P,Tommy Henry,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2023,P,Joe Mantiply,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2023,P,Carlos Vargas,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2023,P,José Ruiz,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2023,P,Kevin Ginkel,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2023,P,Peter Solomon,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2023,P,Tyler Gilbert,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2023,P,Bryce Jarvis,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2023,P,Andrew Saalfrank,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2023,P,Miguel Castro,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2023,P,Ryne Nelson,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2023,P,Zach Davies,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2023,P,Cole Sulser,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2023,P,Justin Martinez,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2023,P,Merrill Kelly,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2023,P,Scott McGough,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2022,C,Carson Kelly,27,104,354,317,40,67,18,0,7,35,2,0,29,71,0.211,0.282,0.334,0.617,75,106,10,4,0,4,0
2,2022,1B,Christian Walker,31,160,667,583,84,141,25,2,36,94,2,2,69,131,0.242,0.327,0.477,0.804,125,278,15,8,0,7,2
3,2022,2B,Ketel Marte,28,137,558,492,68,118,42,2,12,52,5,1,55,101,0.24,0.321,0.407,0.727,105,200,12,6,0,5,3
4,2022,SS,Geraldo Perdomo,22,148,500,431,58,84,10,2,5,40,9,2,50,103,0.195,0.285,0.262,0.547,57,113,3,5,12,2,0
5,2022,3B,Josh Rojas,28,125,510,443,66,119,25,1,9,56,23,3,55,98,0.269,0.349,0.391,0.739,110,173,7,2,5,5,2
6,2022,LF,David Peralta,34,87,310,278,29,69,19,2,12,41,1,2,27,74,0.248,0.316,0.46,0.777,117,128,6,2,0,3,4
7,2022,CF,Alek Thomas,22,113,411,381,45,88,17,1,8,39,4,3,22,74,0.231,0.275,0.344,0.619,75,131,6,3,0,5,0
8,2022,RF,Daulton Varsho,25,151,592,531,79,125,23,3,27,74,16,6,46,145,0.235,0.302,0.443,0.745,108,235,8,7,2,5,0
9,2022,DH,Seth Beer,25,38,126,111,4,21,3,0,1,9,0,0,11,31,0.189,0.278,0.243,0.521,50,27,3,3,0,1,1
10,2022,OF,Jake McCarthy,24,99,354,321,53,91,16,3,8,43,23,3,23,76,0.283,0.342,0.427,0.769,117,137,3,6,3,1,0
11,2022,RF,Pavin Smith,26,75,277,245,24,54,9,0,9,33,1,0,28,67,0.22,0.3,0.367,0.667,89,90,2,1,0,3,1
12,2022,OF,Jordan Luplow,28,83,234,205,26,36,5,0,11,28,5,1,25,60,0.176,0.274,0.361,0.634,79,74,5,3,0,1,1
13,2022,UT,Cooper Hummel,27,66,201,176,20,31,8,3,3,17,4,1,23,64,0.176,0.274,0.307,0.58,65,54,4,1,0,1,0
14,2022,3B,Sergio Alcántara,25,71,186,170,23,41,8,1,6,26,1,0,10,45,0.241,0.283,0.406,0.688,93,69,6,1,2,3,0
15,2022,3B,Emmanuel Rivera,26,39,148,132,22,30,8,0,6,18,1,2,12,37,0.227,0.304,0.424,0.728,104,56,1,3,0,1,0
16,2022,C,José Herrera,25,47,124,111,9,21,2,0,0,5,0,0,9,34,0.189,0.25,0.207,0.457,32,23,1,0,4,0,0
17,2022,LF,Corbin Carroll,21,32,115,104,13,27,9,2,4,14,2,1,8,31,0.26,0.33,0.5,0.83,132,52,1,3,0,0,0
18,2022,2B,Buddy Kennedy,23,30,94,83,10,18,2,2,1,12,0,0,8,23,0.217,0.287,0.325,0.613,74,27,1,1,0,2,0
19,2022,LF,Stone Garrett,26,27,84,76,13,21,8,0,4,10,3,1,3,27,0.276,0.309,0.539,0.848,135,41,1,1,0,1,0
20,2022,IF,Jake Hager,29,28,59,50,4,12,2,0,0,3,0,0,8,17,0.24,0.345,0.28,0.625,81,14,0,0,1,0,0
21,2022,SS,Nick Ahmed,32,17,54,52,7,12,2,0,3,7,0,1,2,15,0.231,0.259,0.442,0.702,95,23,2,0,0,0,0
22,2022,IF,Yonny Hernández,24,12,28,24,2,2,0,0,0,0,2,0,2,4,0.083,0.154,0.083,0.237,-30,2,0,0,2,0,0
23,2022,3B,Drew Ellis,26,6,14,13,2,2,1,0,0,1,0,0,1,6,0.154,0.214,0.231,0.445,27,3,0,0,0,0,0
24,2022,3B,Matt Davidson,31,5,13,10,1,1,0,0,1,1,0,0,3,3,0.1,0.308,0.4,0.708,99,4,0,0,0,0,0
25,2022,C,Grayson Greiner,29,2,8,6,0,1,0,0,0,0,0,0,2,3,0.167,0.375,0.167,0.542,62,1,0,0,0,0,0
26,2022,MI,Wilmer Difo,30,3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
27,2022,P,J.B. Wendelken,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2022,P,Luke Weaver,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2022,P,Mark Melancon,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2022,P,Keynan Middleton,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2022,P,Matt Peacock,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2022,P,Taylor Widener,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2022,P,Madison Bumgarner,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2022,P,Kyle Nelson,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2022,P,Sean Poppen,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2022,P,Drey Jameson,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2022,P,Luis Frías,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2022,P,Zac Gallen,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2022,P,Tommy Henry,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2022,P,Corbin Martin,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2022,P,Humberto Castellanos,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2022,P,Reyes Moronta,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2022,P,Chris Devenski,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2022,P,Joe Mantiply,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2022,P,Dallas Keuchel,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2022,P,Noé Ramirez,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2022,P,Tyler Holton,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2022,P,Paul Fry,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2022,P,Edwin Uceta,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2022,P,Kevin Ginkel,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2022,P,Oliver Pérez,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2022,P,Ian Kennedy,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2022,P,Tyler Gilbert,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2022,P,Ryne Nelson,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2022,P,Zach Davies,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2022,P,Caleb Smith,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2022,P,Merrill Kelly,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2021,C,Carson Kelly,26,98,359,304,41,73,11,1,13,46,0,0,44,74,0.24,0.343,0.411,0.754,104,125,10,6,0,5,1
2,2021,1B,Christian Walker,30,115,445,401,55,98,23,1,10,46,0,0,38,106,0.244,0.315,0.382,0.696,88,153,8,4,0,2,1
3,2021,2B,Josh VanMeter,26,112,310,274,26,58,17,2,6,36,3,2,33,83,0.212,0.297,0.354,0.651,76,97,5,1,0,2,0
4,2021,SS,Nick Ahmed,31,129,473,434,46,96,30,3,5,38,7,2,34,104,0.221,0.28,0.339,0.619,67,147,9,2,2,1,3
5,2021,3B,Eduardo Escobar,32,98,400,370,50,91,14,3,22,65,1,0,29,85,0.246,0.3,0.478,0.778,107,177,1,0,0,1,1
6,2021,LF,David Peralta,33,150,538,487,57,126,30,8,8,63,2,1,46,92,0.259,0.325,0.402,0.728,96,196,9,3,0,2,3
7,2021,CF,Ketel Marte,27,90,374,340,52,108,29,1,14,50,2,0,31,60,0.318,0.377,0.532,0.909,143,181,8,2,0,1,3
8,2021,RF,Pavin Smith,25,145,545,498,68,133,27,4,11,49,1,0,42,106,0.267,0.328,0.404,0.732,98,201,11,4,0,1,1
9,2021,UT,Josh Rojas,27,139,550,484,69,128,32,3,11,44,9,4,58,137,0.264,0.341,0.411,0.752,103,199,7,0,1,3,1
10,2021,3B,Asdrúbal Cabrera,35,90,321,283,34,69,21,0,7,40,1,0,33,73,0.244,0.324,0.392,0.716,93,111,6,2,0,3,1
11,2021,UT,Daulton Varsho,24,95,315,284,41,70,17,2,11,38,6,0,30,67,0.246,0.318,0.437,0.755,102,124,4,0,1,0,3
12,2021,RF,Kole Calhoun,33,51,182,166,17,39,8,0,5,17,1,0,15,41,0.235,0.297,0.373,0.67,81,62,2,0,0,1,0
13,2021,RF,Josh Reddick,34,54,158,151,15,39,11,0,2,21,0,0,6,31,0.258,0.285,0.371,0.656,76,56,4,0,0,1,0
14,2021,C,Stephen Vogt,36,52,151,132,17,28,6,1,5,17,0,0,18,36,0.212,0.307,0.386,0.693,87,51,2,0,1,0,1
15,2021,CF,Tim Locastro,28,55,133,118,11,21,2,0,1,5,5,3,6,26,0.178,0.271,0.22,0.491,36,26,2,9,0,0,0
16,2021,2B,Andrew Young,27,58,104,91,13,19,7,0,6,15,0,0,6,45,0.209,0.298,0.484,0.782,107,44,3,6,0,1,0
17,2021,3B,Drew Ellis,25,28,83,69,10,9,2,0,1,5,0,0,10,27,0.13,0.277,0.203,0.48,34,14,1,4,0,0,1
18,2021,OF,Jake McCarthy,23,24,70,59,11,13,3,0,2,4,3,2,8,23,0.22,0.333,0.373,0.706,92,22,0,2,1,0,0
19,2021,OF,Henry Ramos,29,18,55,50,5,10,2,0,1,8,0,0,4,12,0.2,0.255,0.3,0.555,50,15,1,0,0,1,0
20,2021,UT,Wyatt Mathisen,27,23,51,42,3,5,0,0,1,8,0,0,5,21,0.119,0.255,0.19,0.445,24,8,0,3,0,1,0
21,2021,IF,Ildemaro Vargas,29,18,46,43,4,8,1,1,0,4,0,0,3,7,0.186,0.239,0.256,0.495,35,11,1,0,0,0,1
22,2021,CF,Nick Heath,27,20,39,35,3,5,1,0,0,1,0,2,4,15,0.143,0.231,0.171,0.402,12,6,0,0,0,0,1
23,2021,SS,Geraldo Perdomo,21,11,37,31,5,8,3,1,0,1,0,0,6,6,0.258,0.378,0.419,0.798,117,13,0,0,0,0,2
24,2021,C,Bryan Holaday,33,13,34,31,2,6,2,0,0,1,0,0,1,15,0.194,0.265,0.258,0.523,43,8,0,2,0,0,0
25,2021,2B,Domingo Leyba,25,13,24,22,0,0,0,0,0,0,0,0,2,7,0,0.083,0,0.083,-74,0,1,0,0,0,0
26,2021,2B,Jake Hager,28,9,22,18,1,2,0,0,0,2,0,0,4,11,0.111,0.273,0.111,0.384,10,2,0,0,0,0,0
27,2021,OF,Stuart Fairchild,25,12,17,15,3,2,1,0,0,2,0,0,1,3,0.133,0.235,0.2,0.435,20,3,1,1,0,0,0
28,2021,DH,Seth Beer,24,5,10,9,4,4,1,0,1,3,0,0,1,3,0.444,0.5,0.889,1.389,266,8,0,0,0,0,0
29,2021,P,Merrill Kelly,32,27,58,47,1,3,1,0,0,1,0,0,4,27,0.064,0.137,0.085,0.222,-37,4,1,0,7,0,0
30,2021,P,Madison Bumgarner,31,25,52,39,3,4,1,0,0,3,0,0,9,29,0.103,0.28,0.128,0.408,17,5,0,1,2,1,0
31,2021,P,Zac Gallen,25,22,42,32,2,6,2,0,0,3,0,0,1,18,0.188,0.212,0.25,0.462,25,8,1,0,9,0,0
32,2021,P,Caleb Smith,29,45,25,22,2,2,1,0,0,0,1,0,1,14,0.091,0.167,0.136,0.303,-16,3,0,1,1,0,0
33,2021,P,Luke Weaver,27,13,22,19,1,2,0,0,0,1,0,0,1,12,0.105,0.15,0.105,0.255,-29,2,0,0,2,0,0
34,2021,P,Taylor Widener,26,20,18,16,1,1,0,0,0,0,0,0,1,11,0.063,0.118,0.063,0.18,-49,1,0,0,1,0,0
35,2021,P,Matt Peacock,27,33,17,16,3,4,0,0,0,2,1,0,1,4,0.25,0.294,0.25,0.544,50,4,1,0,0,0,0
36,2021,P,Riley Smith,26,24,17,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,-100,0,0,0,1,0,0
37,2021,P,Tyler Gilbert,27,8,11,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-100,0,0,0,2,0,0
38,2021,P,Humberto Mejía,24,5,8,7,1,1,1,0,0,0,0,0,0,2,0.143,0.143,0.286,0.429,12,2,0,0,1,0,0
39,2021,P,Humberto Castellanos,23,11,7,6,1,3,0,0,1,5,0,0,0,1,0.5,0.429,1,1.429,271,6,0,0,0,1,0
40,2021,P,Corbin Martin,25,5,4,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,37,1,0,0,0,0,0
41,2021,P,Alex Young,27,29,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0
42,2021,P,Seth Frankoff,32,4,4,3,0,0,0,0,0,0,0,0,1,2,0,0.25,0,0.25,-23,0,0,0,0,0,0
43,2021,P,Jon Duplantier,26,3,3,2,0,0,0,0,0,0,0,0,0,2,0,0.333,0,0.333,3,0,0,1,0,0,0
44,2021,P,Jake Faria,27,24,3,3,1,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1,162,2,0,0,0,0,0
45,2021,P,Taylor Clarke,28,43,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,82,1,0,0,0,0,0
46,2021,P,J.B. Wendelken,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2021,P,Sean Poppen,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2021,P,Luis Frías,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2021,P,Ryan Buchter,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2021,P,Joe Mantiply,30,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2021,P,Noé Ramirez,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2021,P,Jordan Weems,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2021,P,Miguel Aguilar,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2021,P,Stefan Crichton,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
